framenr,kanji,keyword,public,last_edited,story
2079,戦,"war",0,2018-01-16 20:51:31,"What started as a simple fiesta (no punch, no alcohol, no music, no house. Basically a dump) turned into a war because of the uselessness of the people inside. yet they werent so dumb as to kill each other. They sent Zigzagoons cahrging forward. In the end, nobody won and the zigzagoon ended up dead.
ACCIDENTALLY ADDED DOUBLE FIESTA"
2080,禅,"Zen",0,2017-09-07 20:53:26,"Zen religion is the religion of the nothingness and simplicity. but they have started to implemetn more strict measures in what repects the intimidation. People drag zigzagoons to the altars and sacrifice them to the buddha."
2081,弾,"bullet",0,2017-09-07 20:57:15,"In an alternate reality, Snake escaped the Snake Eater mission. Ocelot kept the bullet all these years and since he was getting old, he dicided to lower his standards and hit something simpler. He aimed at a Zigzagoon and pulled the trigger only to find that the bullet was a blank. Ocelot refused to pick up another gun from that day on and picked up a bow."
2082,桜,"cherry tree/さくら",0,2017-09-08 22:18:00,"I was taking a picture of my *girlfriend* under the cherry tree during 花見, when an *owl* happened to poop on her at the exact moment the shutter snapped. It's really my favorite picture , just don't tell her that."
2083,獣,"animal",0,2018-01-17 20:55:29,"The owl was about to kill the poor Chihuahua with his claws. The dog managed to escape to a rice field and got into cover. When the owl started to search for his prey, the Chihuahua unleashed his inner animal monster and hit the owl in the mouth, killing him in one blow. Just one blow.
ELEMENT ORDER WAS WRONG"
2084,脳,"brain",0,2018-01-23 17:17:54,"This villain is really messed up.  He lets his pet owl eat various pieces of flesh from his body.  Right now the owl is on his head, picking out pieces of the villain's brain.
FORGOT THE VILLIAN"
2085,悩,"trouble",0,2017-09-08 22:43:10,"Einstein was usually a very calm individual yet one time he got into trouble. He wandered into the wrong alley and ended up meeting with the owly villain. You are into deep trouble smart boy; with that, he sent his owl forward and it started pecking at poor Einstein head"
2086,厳,"stern/severe",0,2017-09-08 22:47:50,"Hitler was the star of the daunting faction so he tried to do something really reckless. He jumped from a cliff and tried to repeat the same nailing the ear to the ground trick but soon he noticed that he wasn't going to make it alive from that cliff. That's when an owl came and saved him, later on, his superiors would reprimand him severely in front of everyone"
2087,鎖,"chain",0,2017-09-08 23:05:07,"There is a castle in Japan that is surrounded by chains. They are so exquisite that each of the links is made of small seashells that are covered in gold."
2088,挙,"raise",0,2017-09-09 13:45:30,"Since the owl doesn't have hands, to ask a question or raise a flag he has to use a special tool in his talons to do this activities."
2089,誉,"reputation",0,2017-09-09 14:10:26,"The owl with a multi task tool has a bad reputation of killing everyone in sight if he thinks he is in danger. This one time, he was walking in the street when a gang of thugs ambushed him. As fast as owls are, he unsheathed a word sword and tore everyone to pieces"
2090,猟,"game hunting",0,2017-09-11 16:40:59,"In the plate earth, when people engage in game hunting it is usually the dogs that hunt the small prey such as rodents and rats. In mars, the aristocrats let a giant rat free that starts to chase a pack of dogs. When they get captured, the pack is silenced one by one."
2091,鳥,"bird/とり",0,2017-09-11 16:47:28,"There only one bird in the world that is holy enough and beautiful enough to land on a Torii gate. An white quetzal. Those tail feather make it particularly special."
2092,鳴,"chirp",0,2017-09-11 16:50:49,"The birds at animal kindgdom appear to be chirping and singing all fay but this would be too tiresome for some of the smaller species. What the admins did was that the bird chirping partially comes from their mouths but when they get tired, they get replaced by a speaker in the form of a mouth."
2093,鶴,"crane",0,2017-09-11 16:59:27,"The smug crane wanted everyone to know about his magical plumage and asked the White Quetzal to tell him of someone who could appreciate it. The White Quetzal was annoyed by the presuntuous crane and decided to teach him a lesson. He told him to go to the turkey house and enter through the back to surprise everyone inside. The turkeys did not welcome him and as soon as he stepped into the turkey house, he got turned into a paper crane. His beautiful plumage was gone."
2094,烏,"crow",0,2017-09-11 18:57:27,"The crow is the only bird that cannot be white"
2095,蔦,"vine",0,2018-01-17 20:31:30,"What the media tells you is that vine was closed because the site was no longer needed. What really happened was that a sicko introduced a new fad that had a lot of negative impact. Some smuggled White Quetzals would be put on screen and a flower would be driven up their heads. Loud music played through the video.
FORGOTTEN"
2096,鳩,"pigeon",0,2018-01-11 20:29:05,"During this year's baseball match, they hit yet another bird; a pigeon
I KEEP FORGETTING THE GODDAMNED NINE POSITION"
2097,鶏,"(KF) chicken",0,2018-01-21 02:08:09,"Homer was walking on the fields, starving. He saw the perfect opportunity. He spotted a rare White Quetzal that was compfortable sleeping in a tree branch. Homer grabbed a rock and killed the poor bird in an instant. He went to a KFC and kindly asked if they could cook the bird as if it was a normal chicken. They accepted and the bird came back like some delicious chicken wings. Homer was celebrating with the piece of chicken in his hand when an owl came by and snatched it from HIS handñ.
FORGOT LEFT PART"
2098,島,"island",0,2017-09-11 19:25:24,"The White Quetzal was condemned by the gods to carry a mountain on his tail. He outsmarted the gods: He flied all the way over the world, moving the mountain that was replacing his tail feathers until the friction that was produced started reducing the mountian. Here we see the final resting place of that bird. A small island that looks like a small mountian. On the top of the island lie the reamains of the bird with the mountain still attached to its tail."
2099,暖,"ambient warmth",0,2018-01-16 20:48:16,"Migrating Ducks chase the sun looking for ambient warmth. We only switch the AC on.
ACCIDENTLALY PUT OWMA OMN IT
]"
2100,媛,"beautiful woman (Alt. ひめ)",0,2017-09-11 20:37:11,"#A HUNDRED TO GO#
9/11/2017
There was once a beautiful woman whose face was unmatched. Even ducks migrated near her so they could see her once in their lifetime... Or thats what she thought. In reality, the ducks migrated near her because of the inmense heat generated by the nearby makeup factories."
2101,援,"support",0,2017-09-11 20:43:50,"The migrating ducks have taken a side job, they no longer want to fly from here and there just because. They now have taken a job inside the Nintendo Support Center, sadly, they get overexploited and when they dont do their jobs properly, the boss prods them witht he old finger."
2102,緩,"slacken",0,2017-09-12 20:40:11,"In the battle that Spiderman had against the giant Slakoth, there were no surrounding builldings so he had t resort to other means. He shot his webs towards the migrating ducks and used these as nodes for swinging around the giant pokemon."
2103,属,"belong",0,2017-09-12 20:50:09,"They have a policy at work that is always enforced. It feels good to belong. They take it a little to the extremes. They group everything, even bugs. There was this time that it was amusing and disturbing at the same time. They grouped a bunch of bugs with a belt and put a flag over their heads that read ""It feels nice to belong"". The belt was so tight, a drop of the brains and blood began to seep out of the craniums of the tiny bugs."
2104,嘱,"entrust",0,2018-01-12 19:24:08,"I will entrust you with my most precious belonging. The man vomited the BELONG bug group from his mouth and entrusted the result to his underlings.
CONFUSED WITH SCALE AND CROTCH"
2105,偶,"accidentally",0,2018-01-16 20:57:39,"Mr t accidentally stepped on Jimmy CRICKET
FORGOTTEN"
2106,遇,"interview",0,2017-09-12 21:24:32,"Jimmy cricket does not have an office where he interviews people for the circus. He instead has a moving desk that goes through the roads and when people want an interview they have to Chad wafted him"
2107,愚,"foolish",0,2018-01-18 20:40:29,"Jimmy cricket was foolish to think that dunno could fly. When he jumped from the guiding, he just died splattered on the floor. He spent the rest of his life feeling foolish. Until he met Von Karma and his heart was happy again.
CONFUSED WITH THE HORSE BAKA RELATED CHARACTER"
2108,隅,"corner",0,2017-09-12 22:07:55,"Since he made another being apart from magic users fly, Jimmy cricket was cornered and roughed up by the fairy world representatives."
2109,逆,"inverted",0,2017-09-13 20:24:00,"There is this planet in a far away galaxy that houses both humans and mountain goats. it isnt technically a planet since its more like two slabs of earth that attract each other. When its day, normal being walk on the planet, but when its night, the gravity gets inverted and the mountain goats come out."
2110,塑,"model",0,2018-01-25 17:31:13,"My art class assignment was to model a mountain goat using some kind of material. At first, I used soil but it didnt work as it dried out and fell to pieces. Then I decided to use meat and strangely enough, it worked. I sculped the model out of ground meat and then sealed it on the oven. A delicious mountain goat model got me a 10
NAIL DOWN THE ELEMENTS. BE CAREFUL WITH KATACHI"
2111,遡,"go upstream",0,2018-01-23 17:15:53,"The mountain goat has an habit of hunting down salmon on the road. Strangely enough, salmon have evolved and they dont need to go into the water, they just ""swim"" in the normal roads. Well since the mountain goat has taken the habit, now that the salmon is endangered, it has to be dealt with. The next time the poor goat went to eat salmon on the road, the fucking moon came rolling down from above.
GOT THE GOAT AND THE ROAD"
2112,岡,"Mount",0,2017-09-16 03:44:11,"Japan has an exhibition of rare species of mountain goats under some bell jars that are supposedly there to increase tourism. the problem being that even though these preservations are amazing and unrepeatable, the place they are located is a bit complicated to get to. Its the summit of Mount Fuji"
2113,鋼,"steel",0,2017-09-16 03:50:20,"People think that Mount Fuji is just an old volcano but that is not true. The Japanese government has filled and reinforced the whole structure with steel so it can serve as a bunker in case of attack to the nation"
2114,綱,"hawser",0,2017-09-16 03:53:59,"The Holy Japanese Emperor did not like where the Mount Fuji standed so he decided to move it a bit to the tight. he made sure to hire the best specialist in this job and even hired Spider Man. he sent a lot of boats to sea armed with kilometric amounts of hawser  that were subsecuently tied to the Mount. Spiderman served as a hawser reinforcer and captain of the ships. in here you can see the ships pulling the Spiderman reinforced hawser and moving munt Fuji into place."
2115,剛,"sturdy",0,2017-09-16 03:56:13,"Pokemon that naturally have the ability Sturdy actually channel the strength of the Mount Fuji to their bodies. That way they can even endure the sharpest of sabers to their skins and not suffer any damage... on the first turn."
2116,缶,"tin can",0,2017-09-14 17:48:48,"Horses kept in the mountains have a unique savory taste. At least so the text on this tin can would have us believe, which contains 100% authentic mountain horse."
2117,陶,"pottery",0,2017-09-14 17:57:31,"In the Fairy World, there is a communal prokect in which the fairies are forced to work on a giant pottery porject. When the fairues get tired of moulding the pottery with their bodies, theu are bound with a can of mopuntain horse meat pointing to their mouths os they can work nonstop without the need for a lunch break"
2118,揺,"shake/tremble/ゆ.れる",0,2017-09-16 03:59:00,"When the mountains where the condors and vultures lives dried out, the condors firstly ate the vultures and then migrated to the city.

The earth started to tremble and I knew it was the apocalypse, I whistled into the air and my trusty condor came flying down. I lifted a finger up above and he he swinged me above the ground. I just saw how the people trembled in fear down there. When the tremor was over, I rewarded him with a delicious finger from a nearby corpse."
2119,謡,"Noh chanting",0,2018-01-18 20:37:52,"Japan has give an anime twist to the old Noh chanting show that they traditionally had. The main plot is the main characters fighting a giant condor with word swords, avoiding the destruction of Earth and saving the princess.
PUT MOUTH INSTEAD OF WORD.ELEMENT WAS HARD"
2120,鬱,"gloom",0,2017-09-14 18:46:52,"*I have come an amazing long way since I started this journey. This is one of the last uphills to climb. *
There is a precious crown made from tin cans inside the grove. You pick it up and sit down admiring it. Wolverine comes down from an helicopter armed with his sheaves and a shovel and strikes you down. He fills your body with Play Doh so it doesnt decompose and leaves the place with your tin can crown."
2121,就,"concerning/finding an employ",0,2017-09-14 18:53:47,"Finding a job today at the capital makes you jump through the hoops for landing in a pizza joint. But oh! the goverment was so proud to announce that they had succesfully transplanted a human len on a fucking chihuahua. No wonder where all the capital's budget goes to."
2122,蹴,"kick",0,2017-09-14 18:58:47,"The pirate tried at first to negotiate with the people in the capital a deal so hec ould get all his riches and the people could keep their lives. since they did not accept, he showed them his true form, his used his peg neg to kick the capital out of shape and made the poor chihuahua with a human leg need another human transplant."
2123,懇,"sociable",0,2017-09-14 19:12:38,"the skunk was never a social animal and he couldnt shake the feeling off his heart that he was repudiated by all the oter animals. Until now. 
He decided enough was enough and bough some really expensive jewlery made from silver. now his friends accept him into the group but he still doesnt know how to be sociable with other persons."
2124,墾,"prepare the ground 4 cultivation",0,2017-09-14 19:19:42,"Skunk Greens is a company that advertises that all of their products are fertilized with silver powder and that even the soil that the veggies are grown on is the highest quality. But ths is all false, or partly false. The secret is that the veggies are grown using the power of the skunks and the silver is used to remove the smell."
2125,貌,"countenance/face expression",0,2017-09-14 19:24:39,"There was once a human so white, it practically emmited light by itself. one day, this man was walking through the fields when a skunk got nearby and peed on his beautiful white human legs. The man was so enraged that he lost all countenance and made the funniest face youve ever seen. The divils played a trick on them and made his face stuck like that."
2126,免,"excuse/ご(めん)",0,2017-09-14 19:28:55,"The rabbit was bound up in front of the sun with human legs. He began to say gomen gomen gomen out loud and the sun got into this. He kicked the poor rabbit into oblivion.
No excuses! You were told not to breed so much!"
2127,逸,"elude(not evade)",0,2017-09-16 03:11:52,"The rabbit succesfully avoided the giant Elmer Fudd pusuer by quickly digging a hideout on the road and squirming inside it."
2128,晩,"nightfall/今ばん",0,2017-09-16 03:22:01,"Bugs Bunny was depressed and he wanted to literally end his life. At that time, the sun was an evil bastard that just wanted everything to burn so he offered bugs bunny a deal. At nightfall, all of his worries would go away. bugs accepted and when nightfall came, his figure and conscience were engraved on the moon. The sun just went on and on laughing at his prank. Bugs tried to hide himself and at least he pulled that off. Thats why you can only see the full moon some times. Not now though"
2129,勉,"exertion",0,2017-09-16 03:28:24,"So whats behind the typical statement of X pokemon is exerting pressure.
Lets take the case of Spiritomb as an example. This pokemon has a spiral for a face and as soon as he comes into the battlegrounds, he exerts pressure on his opponents. What actually happens is that in this spiral, there are a ton of small Bugs Bunnies, whipping and torturing small Terry Crews. The screams of agony and pain are constantly being transmitted through the air and that is what makes the other pokemon lose PP way faster."
2130,象,"elephant/image",0,2017-09-16 03:34:30,"There is a pretty gruuesome image going around online. It is called elephantboi.jpg. 
At first, one may think of it as a simple image of maybe a small kid riding an elephant or even a baby elephant. That is the premise of how its advertised. In reality, the shock image consists of the severed head of Bugs Bunny, placed and sewed in place of the head of Ms. piggy."
2131,像,"statue",0,2017-09-16 04:02:43,"Norris has deemed every statue that does not bear him as a challenge to his handsomeness and greatness. he has decided to replace every living statue with one of him riding a massive elephant into the depths of the rainbow."
2132,馬,"horse",0,2017-09-16 12:40:40,"The trojan horse, with a cooked turkey for a head and some peacock feathers for a tail."
2133,駒,"pony",0,2017-09-16 12:47:20,"The pony was doing the typical show at the circus tent when the giant trojan horse fell from the sky. Everybody went silent because they thought it was part of the show. The horse was actually full of people who muttered short phrases. When the pony approached and heard those phrases he tried to communicate using short horse language phrases and he was received with the horse falling apart and the men coming out. The pony was traumatized and could be heard mutttering short phrases to itself."
2134,験,"verification",0,2017-09-16 13:12:02,"The troyans have implmented captchas to the horses to verify that they are human. If one fails the test more than 4 times, it gets stabbed with icepicks."
2135,騎,"equestrian",0,2017-09-16 13:18:57,"The trojan horse always dreamed of competing in the equstrian contests. It was all running smoothly unitl the time came to take a jump in front of the subway. All the horses did it, but he hesistated for a bit, and when he jumped, the train destroyed him to pieces."
2136,駐,"parking",0,2017-09-16 13:25:14,"The trojan horse is envied by many so the designers had to implement an anti theft measure. Whenever the horse is parked, candlesticks bearing not only fire but also spikes are deployed, evoiding anyone from ridding the horse."
2137,駆,"drive",0,2018-01-25 17:28:24,"the beta release of mario kart had a trojan horse as a kart. it was scraped because it wasnt driven with a steering wheel but an xbox controller.
COMPLETELY FORGOTTEN
CREFUL WITH ROADS, SOFAS AND FINGERS. 
ALSO WITH UGOKU ELEMENTS
IF POSSIBLE RENAME ELEMENT TO SOMETHING ELSE."
2138,駅,"station/えき",0,2017-09-16 13:42:21,"The umbrella corporation deployed the zombies to the station inside of a trojan horse that was supposedly an art exhibition. The horse exploded and the zombies started to eat everone in the station"
2139,騒,"noise/uproar",0,2017-09-16 13:54:09,"There was once a competiotion that promised a prize in case anyone could defeat the uproar generated by a Whismur. Everyone failed to the screeeching sound of the pokemon until the trojan horse came by. Everybody started laughiong and questioned how this would end. Whismur gave his best and made everyone imprssed by the noise he made. Then, a bug was made to bite the horses crotch. The racket and noise it made greatly surpassed the uproar whismur made."
2140,駄,"burdensome/だ.め",0,2017-09-16 13:56:42,"The Greek warriors inside the *Trojan Horse* are complaining about this burdensome *plump* warrior who is not helping at all (say, just eating candies and watching). - ""You know you're such a burden!"". Note : be sure to keep ""plump"" distinct from the primitive meaning of ""round"" (""fat man"")."
2141,驚,"wonder",0,2018-01-12 19:27:28,"The trojan horse stared in awe as all the soldiers around him offered Wonder bread to him.

CONFUSED WITH PONY"
2142,篤,"fervent",0,2017-09-22 19:24:52,"The will of saint mArcelino Champagnat  was so fervent he managed to heat the trojan horse enough that the bamboo sprouted from above it."
2143,罵,"insult",0,2018-01-12 19:09:41,"This time the Trojans take one look at the *Trojan horse* and say 'ha! the *eyes are wonky*.' They throw insult after insult at it until a voice from within is heard saying 'we tried our best!'
INSULT TO INJURY. MAN ON THE GROUND IN PAIN"
2144,騰,"inflation",0,2017-09-22 19:26:28,"The greeks got to the moon before anyone else did. They invaded a city and made a graph on how the inflation of prices elevated since their attack. Thats when they attacked this graph by hopping a trojan horse on it. The graph went so high in the sky it eventually reached the dark side of the moon."
2145,虎,"tiger",0,2017-09-22 19:27:51,"The wizards got atop the hil and divided the creation of the tiger in seven parts. They all knew how to make on part so the work was splitted. In the end what happeneed was that everybody brought seven pair of legs and they couldnt make the tiger work"
2146,虜,"captive(POW)",0,2017-09-22 19:28:56,"The POW have different destinies when they are captured. the women are sent to the men. The men are sent to the tigers. In the end both end up dead."
2147,膚,"skin",0,2018-01-11 20:42:18,"In the Middle Ages, they had a way to flay people flawlessly, they put them into a tigers stomach. The stomach disolves all of the tissues except for the skin that is regurgiated from the mouth.
ALL WAS FORGOTTEN"
2148,虚,"void",0,2017-09-22 19:37:47,"Void was giving advice to the newbie tiger Smash players inside a rownboat. They had to run up to him and jump into the rowboat to get the precious advice."
2149,戯,"joke",0,2017-10-12 19:50:23,"It's joke. 
This time, the girls didnt take the thing lightly. They replied to the joke with an invitation to a fiesta and when the girl stepped into the building, she got sucked into the void."
2150,虞,"uneasiness",0,2017-09-22 19:41:43,"As you walk thrugh the creepy forest, you have a feeling of uneasiness. Then you get abducted. Then you are give a choice between the methods that will be used to torture you. That a tiger eats your limbs in fromt of you or that your head be stretched with the hand crank tool. The feeling of uneasiness is extreme."
2151,慮,"prudence/ to ponder",0,2017-09-20 15:40:48,"You have to think with prudence  about approaching a tiger. If not, it will eat your brains and heart. Thanks raulir."
2152,劇,"drama",0,2017-09-20 15:51:04,"In the newest drama, the last episode really was a cliff hanger. Miss piggy was about to be beheaded by a saber when the tiger came in, rescued her from the hands of her captors, broke the saber, and ate her."
2153,虐,"tyrannize",0,2018-01-25 17:30:23,"When someone opposed king Washington in his tyranny, he captured them, branded them with the letter E and let them go. One week later, he would send a tiger to eat those who were branded with the letter. That's how his tyranny went on for years.
REMEMBERRED WASHINGTON COMPLETELY FORGOT EVERYTHING ELSE"
2154,鹿,"deer",0,2017-09-20 17:05:44,"The girls had shelter in the cave, and just when things were about to get interesting with the breast size comparing, a deer came in bearing some salad with a side of dressing. Why is the dressing important? Because it was white and got all over the bare chested girls."
2155,麓,"foot of a mountain",0,2017-09-22 19:43:41,"On the foot of a mountain there is a grove that holds a deer painting. It is really hard to find because it changes each time that it is used. How is it used? When you jump into the painting, it instantly gets you to the summit where there is another painting, jump into that one and you'll get back to the deer painting in the grove at the foot of the mountain."
2156,薦,"recommend",0,2018-01-25 17:29:42,"The deer went to the principal office to get his recommendation letter. He was trialed with passing these tests. To find the rare black lotus flower. To shoot a slingshot using only his mouth and to use this slingshot to shoot the tail feathers off a headless bird standing in the principal's office. After two years of hard training, he finally got the recommendation  letter.
FOR FUYCKJING GOTTEN COMPLETELY"
2157,慶,"jubilation",0,2017-09-22 20:04:00,"The deer was diagnosed witha  reare condition in which the first emotion that crosses his nmind when he aquires it will stay with him forever. In this case, the emotion was melancholy, and his body has been merged with that of a melancholy. He had given up on life and resigned himself tot that emotion when he arrived to jubilife city where he got to see a specilist. He was charged mad coin for it but the tratment worked and now the deer is filled with jubilation."
2158,麗,"lovely/き(れい)",0,2017-09-22 20:09:33,"a *crocodile with raised eyebrows* eyes a lovely *deer* it might have for dinner. The deers jumps around ""Oh wouldn't it be lovel- GAH"". He got eaten by the crodcodile. he wasnt even singng that good to be honest"
2159,熊,"bear",0,2017-09-22 20:18:00,"Most don't know it, but #bear#s have the *ability* to walk on *fire*. They're invincible creatures!"
2160,能,"ability",0,2017-09-22 20:14:38,"Pokémon #abilities# are divided into two types: physical and special. Physical #abilities# are represented by Machamp (his flexed *elbows* 厶 and powerful *flesh* 月). Special #abilities# are represented by Alakazam (his *two spoons* 匕). [tweaked Raichu] CAREFUL! {可}"
2161,態,"attitude",0,2017-09-22 20:24:17,"hearts with attitude is an old series in which a heart has gotten the ability to supplant himself into the people that go around, changing their attitude towards others. It starts as a simple joke and ends up being a hard critique at how difficult it really is to take decisions."
2162,寅,"sign of the tiger",0,2017-09-22 20:34:40,"When a mystical tiger visited someone's house it was said to leave a mark that the people considered blessing. A pair of animals legs laid on the ground, when people approach them, they started riding midair and finally stopped at the ceiling, exploding in a red mist. If your house was touched by this red mist, abundant growth and aniamsl would surely come to you. A blessing indeed, to have the sign of the tiger on your house. Will mean rocky(eye of the tiger)"
2163,演,"performance",0,2017-09-22 20:38:03,"The magician performance was amazing in the boxing ring against rocky. He thought that the magician was just a joke and he even taunted him from afaar. the magician threw a glass of water to the air and made it attack rocky like some tracking projectiles. Finally, rock endured the pain of the water cuts and Ko'd the magician. Amazing performance indeed."
2164,辰,"sign of the dragon",0,2017-09-22 20:51:05,"After all the events of the Dragon Ball sagas, Shen Long finally went to sleep. This time with no Dragon Balls exloding after he left. instead, two hairpins shot in opposite directions and shen long got printed into a cliff. Legend says that when it is time, Shen Long will awaken and keep granting wishes. Bruce Lee wanted to defeat Chucck Norris once and he actually went and found the hairpins, put them in the eyes and made his wish."
2165,辱,"embarrass",0,2017-09-22 20:53:07,"the woman was not only embarazada but also embarassed by all the people that were laughing at her. bruce Lee decided to give the poor woman the final push to death. he gave her a karate chop straight to the head and made her collapse to the ground. She actaully aborted in that same place, but what came out was not blood nor flesh. It was actually some kind of gluey substance."
2166,震,"earthquake",0,2017-09-22 20:57:27,"you maay wonder why was Mexico punished by all of the natural disasters this year. Ttruth to be told, it wasnt nature that caused these. It was Bruce Lee that got revived from the dead and used Mexico as his training grounds for the earthquake and torrential reain abilities."
2167,振,"shake",0,2017-09-22 21:00:09,"the milk bar that bruice lee manages is something take out of a fantasy movie. He asks the customer what his order will be and then puts all of the ingredients inside of an old finger. He then proceeds to  beat the everling shit out of this with his moves and serves the shaken shake to the customer in a delicious cookie cup."
2168,娠,"with child",0,2017-09-22 21:15:16,"The almost woman was caught with a child by Bruce Lee. that was considered socially unacceptable at that time so she quickly tried to hide it back in her womb. She succeeded in this heinious task and saved her child form the rapist that was Bruce Lee. Sadly the child started crying inside of the womans womb so she was up. thats when the events of the [embarass] kanji happened"
2169,唇,"lips",0,2017-09-22 21:18:07,"Bruce Lee secret techniques is a hit that strikes precisely at the mouth of the opponent. Usally, this is a gruesome scene as tall of the mouth is sent flying away from the evildoers. Yet this time, bruce Lee archnemesis was prepared for the battle. Having trained his lips, he could withstand the mortal blows and even deflect them, purely based on the power of the muscles of the lips."
2170,農,"agriculture",0,2017-09-22 21:25:13,"(combine Immacolata & mattimus:) The most unlikely duo to take up agriculture must be *Bender* and *Bruce Lee*. An awkward moment ensues as they stand in straw hats and overalls, staring at the various farm implements. But soon Bruce Lee is spinning Bender above his head while Bender's arms and legs perform all sorts of #agricultural# tasks like pruning, watering, sowing... 農業[のうぎょう]、農場[のうじょう]"
2171,濃,"concentrated",0,2017-09-22 22:06:49,"the blonde seller was really concentrated on selling the newest product that her agent had given her.  Some concentrated agua de horchata. She tried selling it to every person that was around but no one accepted it. The least probable customer was the one who bought the customer. Just as she was about to give up, she strolled casually besides an agriculturists field. And since the agriculture is poblated by the working mexican class, they gladly accepted the concentrated to make some horchata water."
2172,送,"send off (send email)",0,2017-09-22 22:17:22,"in the first days of the internet, mail was pretty slow to arrive to the pther ahcine. this one business even did a small animation of a mamoth that slowly moved from one computer to the other carrying th amil over a orad."
2173,関,"connection",0,2017-09-22 22:30:47,"The Nintendo Wifi Connection was shut down recently. On many games there is a goodbye screen that has a character from that game bowing down in front of a closed gate. This time, the character is a giant mammoth. Now this would be good and all but recently there have been some persons who have tried to go thrugh this gates to restablish the connecitons. They have finished them all except the mammoth. the mammoth is a resilient bastard that wont budge to open the connections."
2174,咲,"blossom",0,2017-09-22 22:35:16,"The last mammoth finally died at the hands of old age. As his body began to decompose, his mouth bloated and got open. Thats where a myriad of bacteria started blossoming and many kinds of fungi bloomed."
2175,鬼,"ghost/oni",0,2017-09-22 22:47:48,"theoni is really stupid because he has a brain the size of a drop of water. He usually walks on his legs, searching for whatever that pointy looking appendage that he calls tail points to. it usually points to places such as villages where he comes and eats the legs and arms of the poor people."
2176,醜,"ugly",0,2017-09-22 22:54:38,"With whisky, even an oni stops looking so ugly.
There has been a phnomenom in which oni have been making their way into the society. They usally hang around in bars disguised as bautiful women . They then proceed to make them drink cpious amounts of whisky and then they reveal their ugly faces. Since the victim is too drunk this far, he doesnt care that much about the ugliness and takes the oni back home. thats where the oni eats him alive."
2177,魂,"soul",0,2017-09-22 22:58:26,"Oni are fond of people souls (represented by rising clouds) so they often hang around to get a sip of them.
Usually people die a peceful death and their souls rise up like rising clouds. this happens to everybody even when they die violently. the problem being that oni are really fond of these rising clouds so they'll do whatever it takes to get a nice sip of that delicious soul. They usually hang around the elders and sick so they can  get in there and rob the  souls of their well earned rest."
2178,魔,"witch/ま.ほう",0,2017-09-22 23:05:21,"The witch invites the youngsters inside her cave. there she gives them hemp that when smoked makes them turn into oni. This kind of high is new levels. Only achivable by the hemp that the witch gives you."
2179,魅,"fascination",0,2017-09-22 23:13:24,"My little sister has a strange facination with oni and everything that surrounds them. SLittle kids are told stories of the supoernatural so they get sscared and do what their parents tell them to do. But my sister is not one of them, Sseh has had this fascination with them and althought she hasnt met one of theose yet (not yet not yet) she is anxious to get to know one one day and take a picture besides one of their enourmous human legs."
2180,塊,"clod",0,2017-10-12 20:41:28,"An oni lifts a clod of earth with his hand and destroys a village with it."
2181,襲,"attack",0,2018-01-12 19:29:29,"The special ability of the old dragon is activsated once you put a garment on it. Its attack raises each turn because it makes it look like a gangster
CONFUSED WITH BEAT"
2182,嚇,"upbraid",0,2017-10-12 20:52:23,"An upbraidal is like a tongue lashing with an incandescent mouth"
2183,朕,"majestic plural (ちん)",0,2017-10-12 20:57:53,"Chin would like to have some mammoth meat as today's dinner please.
The servants of the royal family actually bring the living mammoth in front of the family, kill him and take some meat to cook it for them"
2184,雰,"atmosphere(mood)",0,2017-10-13 17:56:01,"The innovative restaurant has an atmosphere where there is rain pouring all over the rest of the restaurant execept the tables and a giant minute hand in the ceiling rhythmically marks a soothing compass"
2185,箇,"item/か月",0,2017-10-13 18:02:19,"If you manage to get a bag past the security in the Battle Pyramid, all of your items will turn into hardened bamboo and you will be forced to use this to build even more floors for the frontier Brain"
2186,錬,"tempering/refine",0,2017-10-13 18:14:51,"There was once a lost art perfored by alchemist in which they would use the power of the earth to refine a metal and temper it beyond the current limits. They placed the rough metal on the east side of the village and gradually fired some chemicals at the metal."
2187,遵,"abide by",0,2017-10-13 18:20:57,"The pianist from {尊} did not abide to the contract so he now performs on the road like a hobo."
2188,罷,"quit",0,2017-10-13 18:23:19,"The bear got salty, threw his controller to the ground and gouged the opponents eyes as he said ""I QUIT!!!"""
2189,屯,"ton/barracks/worm",0,2017-05-31 02:45:02,"Someone threw a fishhook with a worm into out barracks, we tried to throw it way yet it didnt move an inch; the thing weighed a ton!"
2190,且,"moreover/shelf{p}",0,2017-07-10 04:09:02,"Same as darg_sama. Play on words. I imagine visiting someone who has an impressive collection of medals and trophies (chess champion, for example). After spending an hour showing you all the trophies in the *glass shelf*, you think ""Whew! It's over."" ... but the person says ""... and wait, there's ""moreover"" !"", pointing at more trophies lined atop the *glass shelf*."
2191,藻,"seaweed",0,2017-10-13 18:40:26,"The seaweed companies have developed a faster way to wrap the sushi in seaweed. it is a bit bulky though, a sofa was accomodated inside the kitchen, this sofa was covered in seaweed and when someone placed something on top of it, it instantly got covered in it"
2192,隷,"slave(not servant)",0,2017-10-13 18:49:10,"The samurai is lying down on the altar while his slave works raking rice.  Ocassionally, the samurai gets the slave a whipping on the back so he keeps up the pace"
2193,癒,"healing",0,2017-10-13 19:01:41,"The difference with {療} is that here, it is temporary when there its permanent.
Although the caveman was bad when talking, he was really good when healing his team on Team Fortress 2, he always arrive in the nick of time"
